Cleaned_Title,Cleaned_Text
trinity capital inc provides 120 million equipment financing to rocket lab,phoenixfeb 20 2024prnewswire trinity capital incnasdaq trin trinity a leading provider of diversified financial solutions to growthstage companies today announced the commitment of120 millionin equipment financing to rocket labusa inc nasdaq rklb rocket lab a leading provider of space launch services and advanced satellite technology based inlong beach california rocket lab is an endtoend space company that provides launch services satellite manufacturing spacecraft components and onorbit management solutions rocket lab designs and produces technology that has been integrated into over 1700 satellites globally and has deployed 176 satellites through 43 launches to date our partnership with rocket lab underscores our commitment to fostering groundbreaking technologies and advancing the capabilities of companies at the forefront of space innovation saidkyle brown ceo of trinity we look forward to supporting the rocket lab team and providing equipment financing to further fuel the growth of manufacturing needs in the us this financing comes on the heels of rocket labs515 millioncontract with the space development agency to design develop produce test and operate 18 satellites rocket lab is not only delivering reliable launch services but is also driving innovation for satellite component manufacturing and software in the aerospace industry saidcory cramer director of equipment financing at trinity we are excited to partner with their team as they continue to make access to space faster easier and more affordable the new debt facility from trinity will be used to fuel rocket labs expansion plans by financing additional manufacturing capacity testing equipment and rd as we continue scaling our launch and space systems businesses to meet the growing demand for space services were pleased to partner with the dedicated team at trinity to accelerate our expansion saidadam spice rocket lab chief financial officer this partnership enables us to build on the strong momentum as an established leading launch provider and now also a satellite prime contractor delivering reliable space services to a growing base of commercial and government customers about trinity capital inctrinity capital inc nasdaq trin an internally managed business development company is a leading provider of diversified financial solutions to growthstage companies with institutional equity investors trinity capitals investment objective is to generate current income and to a lesser extent capital appreciation through investments including term loans and equipment financings and equityrelated investments trinity capital believes it is one of only a select group of specialty lenders that has the depth of knowledge experience and track record in lending to growth stage companies for more information please visit the companys website at about rocket labfounded in 2006 rocket lab is an endtoend space company with an established track record of mission success we deliver reliable launch services satellite manufacture spacecraft components and onorbit management solutions that make it
rocket lab successfully launches mission designed to investigate removing space junk from orbit,rocket labs electron rocket successfully deployed the adrasj satellite for astroscale japan inc to conduct an orbital debris inspection demonstration mission mahia new zealand february 18 2024business wirerocket lab usa inc nasdaq rklb rocket lab or the company a global leader in launch services and space systems today launched its 44thelectron rocket successfully deploying an orbital debris inspection satellite for astroscale japan inc the mission named on closer inspection launched from pad b at rocket labs launch complex 1 in new zealand at 0352 nzdt february 19th 2024 1452 utc february 18th electron deployed the active debris removal by astroscalejapan adrasj a satellite designed to test technologies and operations for approaching and monitoring debris objects in orbit also known as space junk the mission is the first phase in assessing the potential for satellites to rendezvous with orbital debris objects in future and assist in deorbiting them supporting space sustainability for future generations following the successful launch on electron the 150kilogram adrasj satellite will now approach an aged derelict rocket stage in orbit to observe it closely understand how it behaves and determine potential methods for its assisted deorbiting in future the rocket stage it will be observing is the japanese h2a upper stage left in low earth orbit after the launch of the gosat earth observation satellite in 2009 adrasj will fly around the stage 11 meters long and four meters in diameter inspecting it with cameras and sensors astroscales full mission will take between three and six months to complete congratulations to the astroscale team on this historic mission that paves the way for new and innovative ways to reduce orbital debris and ensure space remains safely accessible said rocket lab founder and ceo peter beck its a real honor to provide a dedicated launch service and enable the kind of precise orbital maneuvers required for an advanced mission like this to enable the adrasj satellite to rendezvous with the derelict h2a upper stage in orbit rocket lab had to design a mission with strict launch timing and precision orbital deployment parameters rocket lab only received the final perigee apogee and inclination from astroscale 20 days before launch parameters that are typically determined many months in advance of a launch only then could argument of perigee targets for different days within the launch window be selected essentially determining the timing of electron kick stage burns to facilitate the unique elliptical orbit required depending on the launch date the mission demanded highly accurate orbital insertion with tighter margins than required on most standard missions the exact t0 was only able to be defined the day prior to launch and the required ltan accuracy only
rocket lab prepares to bring inspace manufacturing capsule back to earth for varda space industries,the faa has granted a worldfirst reentry license for the mission enabling rocket lab to conduct a targeted reentry of a spacecraft and capsule designed to manufacture highvalue goods in space long beach calif february 15 2024business wirerocket lab usa inc nasdaq rklb rocket lab or the company a leading launch and space systems company today announced that the federal aviation administration faa has approved the reentry of varda space industries varda inspace manufacturing capsule enabling rocket lab to commence a series of complex inspace maneuvers and deorbit burns on the rocket labbuilt and operated satellite currently hosting the capsule on orbit this is the first time the faa has granted a part 450 reentry license and also the first time the department of defense has worked with a commercial space company to allow reentry of this kind of mission on a governmentowned range vardas capsule is targeted for reentry and landing in the utah desert in the coming days rocket lab will conduct a series of maneuvers to bring the capsule named winnebago1 back to earth evening of february 18 ptinitial burn of the curie engine on rocket labs spacecraft to slow the spacecraft down lower its perigee and place winnebago1 in its first staging orbit target orbit 300km x 500km afternoon of february 20 pta second engine burn to raise the spacecrafts apogee the point at which the spacecraft passes farthest from earth and place winnebago1 in its second staging orbit target orbit 300km x 900km afternoon of february 21 ptthe spacecrafts third and fourth final engine burns to deorbit and set winnebago1 on its atmospheric reentry trajectory for more thaneight months in space rocket labs 300kgclass spacecraft has successfully provided power communications ground control and attitude control to allow vardas capsule to grow ritonavir crystals a drug commonly used as an antiviral medication for hiv and hepatitis c due to the initial planned reentry date being adjusted from late 2023 rocket labs spacecraft has been required to operate for more than double its intended orbital lifespan which it has done without issue the extended nominal performance of the spacecraft is testament to its robust design flightproven hardware and subsystems and an experienced team of mission operators the spacecraft incorporates rocket labdesigned and manufactured components and software including star trackers propulsion system reaction wheels solar panels flight software radios composite structures and tanks and separation systems this mission is the first of four which will use identical rocket lab spacecraft to support var
rocket lab sets launch window for astroscale orbital debris inspection demonstration mission,the highly responsive mission aims to demonstrate new orbital debris inspection technologies for space sustainability long beach calif february 07 2024business wirerocket lab usa inc nasdaq rklb rocket lab or the company a global leader in launch services and space systems today announced it has set the launch window for astroscales orbital debris inspection demonstration mission the on closer inspection mission is scheduled to launch during a 14day window that opens on february 19thnzdt the mission will liftoff from rocket lab launch complex 1 in new zealand and will deploy the active debris removal by astroscalejapan adrasj satellite for astroscale japan inc the mission is the first phase of an orbital debris removal program and during this phase adrasj is designed to test technologies and operations for approaching and monitoring debris objects also known as space junk and delivering data that will assist in removing it to ensure the sustainable use of space for future generations after launching on electron the 150kilogram adrasj satellite will approach an aged derelict rocket stage in orbit to observe it closely understand how it behaves and determine potential methods for its assisted deorbiting in future the rocket stage it will be observing is the japanese h2a upper stage left in low earth orbit after the launch of the gosat earth observation satellite in 2009 adrasj will fly around the stage 11 meters long and four meters in diameter inspecting it with cameras after deployment from electron astroscales full mission will take between three and six months to complete to enable the rendezvous with a noncooperative space object requires a dedicated launch highly responsive mission planning and extremely tight margins on orbital parameters rocket lab only received the final perigee apogee and inclination from astroscale 20 days before launch only then could argument of perigee targets for different days within the 14day window be selected essentially determining the timing of electron kick stage burns to facilitate the unique elliptical orbit required depending on the launch date the mission also demands highly accurate orbital insertion with tighter margins than required on most standard missions in addition the exact t0 will only be defined the day prior to launch and the required ltan accuracy only allows for 15 seconds electron is really the only vehicle capable of delivering such a complex mission on an expedited timeline said rocket lab founder and ceo peter beck with a dedicated launch on electron the astroscale team have a high degree of control over launch time and deployment parameters and the kick stage delivers critical manoeuvrability for precise orbital deployment were immensely proud to be working with the astroscale team in support of a pivotal mission
rocket lab announces closing of upsized offering of 355 million convertible senior notes,long beach calif february 07 2024business wirerocket lab usa inc rocket lab we us or our nasdaq rklb a global leader in launch services and space systems announced today the closing of its private offering of 3550 million principal amount of 4250 convertible senior notes due 2029 the notes to persons reasonably believed to be qualified institutional buyers pursuant to rule 144a under the securities act of 1933 as amended the securities act and related capped call transactions the offering represents the aggregate of both the previously announced upsized offering of 3000 million as well as the full exercise of the 550 million option to purchase additional notes granted by rocket lab to the initial purchasers of the notes rocket lab founder and ceo peter beck said closing todays transaction is another exciting step for rocket lab as we continue our growth trajectory and upsizing the offering due to oversubscription is a strong show of confidence this strategic move has added additional funding to the rocket lab balance sheet at what we view as the most attractive cost of capital available and least dilutive path for our existing shareholders we look forward to deploying this capital efficiently and expediently towards a mix of opportunities including potential ma and other strategic growth and scaling investments key elements of the transaction 3003 million of net proceeds after adjusting for 432 million of capped call costs and approximately 115 million of underwriting costs and estimated offering expenses interest rate of 425 per year payable semiannually in arrears on february 1 and august 1 of each year beginning august 1 2024 initial conversion rate of 1951029 shares of common stock per 1000 principal amount of notes which represents a conversion price of approximately 513 per share the notes will not be redeemable before february 1 2027 effective conversion price of 804 after giving effect to the capped call transactions use of net proceeds approximately 40m to repay a portion of its borrowings under its equipment financing agreement including accrued and unpaid interest on such borrowings working capital or other general corporate purposes which may include potential acquisitions and other strategic transactions the notes were offered only to persons reasonably believed to be qualified institutional buyers pursuant to rule 144a under the securities act the offer and sale of the notes and any shares of common stock issuable upon conversion of the notes have not been and will not be registered under the securities act or any other securities laws and the notes and any such shares cannot be offered or sold absent registration or except pursuant to an applicable exemption from or in a transaction not subject to the registration requirements of the securities act and any other applicable securities laws this press release does
rocket lab announces pricing of upsized offering of 300 million convertible senior notes,long beach calif february 02 2024business wirerocket lab usa inc rocket lab we us or our nasdaq rklb a global leader in launch services and space systems announced today the pricing of its previously announced private offering of 3000 million aggregate principal amount of 4250 convertible senior notes due 2029 the notes to persons reasonably believed to be qualified institutional buyers pursuant to rule 144a under the securities act of 1933 as amended the securities act the offering was upsized from the previously announced offering size of 2750 million aggregate principal amount of notes in connection with this offering rocket lab granted the initial purchasers of the notes an option to purchase for settlement within a period of 13 days from and including the date the notes are first issued up to an additional 550 million aggregate principal amount of the notes the offering of the notes is expected to close on february 6 2024 subject to customary closing conditions the notes will be senior unsecured obligations of rocket lab and will accrue interest at a rate of 4250 per annum payable semiannually in arrears on february 1 and august 1 of each year beginning on august 1 2024 the notes will mature on february 1 2029 unless earlier converted redeemed or repurchased before november 1 2028 noteholders will have the right to convert their notes in certain circumstances and during specified periods from and after november 1 2028 noteholders may convert their notes at any time at their election until the close of business on the second scheduled trading day immediately before the maturity date rocket lab will settle conversions by paying or delivering as applicable cash shares of its common stock par value 00001 per share common stock or a combination of cash and shares of its common stock at rocket labs election the initial conversion rate is 1951029 shares of common stock per 1000 principal amount of the notes which represents an initial conversion price of approximately 513 per share of common stock the initial conversion price represents a premium of approximately 275 above the last reported sale price of the common stock on the nasdaq capital market on february 1 2024 which was 402 per share the conversion rate and conversion price will be subject to adjustment upon the occurrence of certain events the notes will be redeemable in whole or in part subject to certain limitations for cash at rocket labs option at any time and from time to time on or after february 1 2027 and on or before the 40th scheduled trading day immediately before the maturity date but only if the last reported sale price per share of the common stock exceeds 130 of the conversion price for a specified period of time and
investing in the stars space economy stocks to buy avoid,fortuna investments founder and ceo justus parmar joins yahoo financesjulie hymanfor a new installment ofgood buy or goodbyefocusing onthe space economyand investment in space exploration justus calls rocket lab rklb agood buyafter accomplishing 40 successful shuttle launches with room to grow in the landscape its an early speculative company but if they continue on this trajectory i think their future is quite bright parmar says justus goes on to advise investors to avoid shares of virgin galactic spce as the company hasbeen bleeding cashsince the project began labeling it as not economically viable at this time and struggling with operational setbacks catch more ofgood buy or goodbye hereor you can watch this full episode of yahoo finance livehere editors note this article was written byluke carberry mogan music playing julie hymanits a big noisy universe of stocks out there welcome to good buy or goodbye our goal to help cut through that noise to navigate the best moves for your portfolio today were taking to the skies looking into space travel and the investment opportunities that may be found in the next frontier of commercial trips whats the best way to play it now im here with justus parmar whos fortuna investments ceo thanks so much for joining us justus parmarthank you for having me julie great to be here julie hymanso lets get right to what youre looking at and your good buy stock the one that you like better that is rocket labs here and so if we look at the stock over the past year its kind of come down from a recent peak but lets talk about your case here first of all its already had some launches justus parmaryeah absolutely and i think we should maybe take one step backwards julie hymanyeah justus parmarand you know weve had a very difficult and very nasty year in the growth markets for the last 12 to 24 months so i think everything thats growth related has generally been suppressed so were of the opinion that the rates are coming down this year its a presidential year theres all sorts of great activities starting to be formed so we actually think that the whole sector is going to rise this year because of some of these amazing catalysts that are coming julie hymangot you justus parmarso within that sector we like a company called rocket labs for example it is a smaller company its only a 2billion market cap or so as you could see on the previous slide that the stock had been consolidating around the 4 to 5 range and to your point
rocket lab announces proposed offering of 275 million convertible senior notes,long beach calif january 31 2024business wirerocket lab usa inc rocket lab we us or our nasdaq rklb a global leader in launch services and space systems announced today that it has commenced a private offering of 2750 million aggregate principal amount of convertible senior notes due 2029 the notes to persons reasonably believed to be qualified institutional buyers pursuant to rule 144a under the securities act of 1933 as amended the securities act in connection with this offering rocket lab expects to grant the initial purchasers of the notes an option to purchase for settlement within a period of 13 days from and including the date the notes are first issued up to an additional 4125 million aggregate principal amount of the notes the offering of the notes is subject to market and other conditions and there can be no assurance as to whether or when the offering may be completed or as to the actual size or terms of the offering the notes will be senior unsecured obligations of rocket lab will accrue interest payable semiannually in arrears and will mature on february 1 2029 unless earlier converted redeemed or repurchased noteholders will have the right to convert their notes in certain circumstances and during specified periods rocket lab will settle conversions by paying or delivering as applicable cash shares of its common stock par value 00001 per share common stock or a combination of cash and shares of its common stock at rocket labs election the notes will be redeemable in whole or in part subject to certain limitations for cash at rocket labs option at any time and from time to time on or after february 1 2027 and on or before the 40th scheduled trading day immediately before the maturity date but only if the last reported sale price per share of the common stock exceeds 130 of the conversion price for a specified period of time and certain liquidity conditions have been satisfied the redemption price will be equal to the principal amount of the notes to be redeemed plus accrued and unpaid interest if any to but excluding the redemption date the interest rate initial conversion rate and other terms of the notes will be determined at the pricing of the offering rocket lab intends to use a portion of the net proceeds from the offering to pay the cost of entering into the capped call transactions described below additionally rocket lab intends to use approximately 40 million of the net proceeds from the offering to repay a portion of its borrowings under its equipment financing agreement including accrued and unpaid interest on such borrowings rocket lab intends to use the remainder of the net proceeds for working capital or other general corporate purposes which may include potential acquisitions and strategic
rocket lab announces preliminary fourth quarter 2023 financial results after successful launch for spire and northstar,long beach calif january 31 2024business wirerocket lab usa inc nasdaq rklb rocket lab the company we or us a global leader in launch services and space systems today shared preliminary financial results for its fiscal fourth quarter ended december 31 2023 following the successful deployment of spire and northstars space situational awareness mission rocket lab founder and ceo peter beck said our fourth quarter included electrons successful return to service and our largest contract award to date with the 515 million space development agencys tranche 2 beta award in addition our space systems business improved yearover year on increased merchant component business with our 43rdelectron mission now launched more launches scheduled in 2024 than in any prior year and a record backlog were excited to continue building on our success delivering endtoend space solutions to the market we are also encouraged by progress made against key neutron development milestones and look forward to introducing new medium lift launch technical capabilities and much needed incremental capacity to the market certain estimated preliminary results for the three months ended december 31 2023 unaudited our audited consolidated financial statements for the year ended december 31 2023 are not yet available however certain of our estimated preliminary unaudited financial results for the three months ended december 31 2023 are set forth below with respect to certain presented results we have provided ranges rather than specific amounts because these results are preliminary and subject to change these results are based on the information available to us as of the date of this release our actual results may vary from the estimated preliminary results presented below including due to the completion of our financial closing and other operational procedures final adjustments and other developments that may arise between now and the time the company releases its financial results for the fourth quarter and full year 2023 which is currently scheduled for february 27 2024 our fourth quarter revenue was impacted by the postponement of an electron launch previously scheduled to occur before the end of 2023 which was partially offset by strength in our space systems business the postponement is not expected to impact our future results these estimates should not be viewed as a substitute for our full interim or annual financial statements prepared in accordance with us generally accepted accounting principles gaap accordingly undue reliance should not be placed on this preliminary data the estimated preliminary financial results for the three months ended december 31 2023 have been prepared by and are the responsibility of management our independent registered public accounting firm deloitte touche llp has not audited reviewed compiled or performed any procedures with respect to the estimated preliminary financial results accordingly our independent registered public accounting firm does not express
rocket lab successfully launches first electron mission of busy 2024 launch schedule,the four of a kind mission also included a successful splashdown of electrons first stage from the ocean after launch furthering rocket labs efforts to make electronthe worlds first reusable small orbital rocket mahia new zealand january 31 2024business wirerocket lab usa inc nasdaq rklb rocket lab or the company a global leader in launch services and space systems today launched its first electron mission for 2024 a spacejunk focused mission for spire global inc spire and northstar earth space northstar the four of a kind mission for spires customer northstar successfully launched from rocket lab launch complex 1 in new zealand at 1934 nzdt 0634 utc rocket labs electron rocket deployed four space situational awareness ssa satellites to a 530km circular earth orbit where the satellites built and operated by spire will monitor nearearth objects from space to provide timely and precise information for space object detection tracking orbit determination collision avoidance navigation and proximity alerts the mission was rocket labs 43rd electron launch overall bringing the companys record of successfully deployed satellites to 176 the mission was the first of a busy launch year for rocket lab with the company scheduled to launch more in 2024 than any previous year since the company began missions in 2017 the mission also resulted in the successful return of the rockets first stage after launch as part of rocket labs plan to evolve electron into a reusable rocket after launch and stage separation electrons booster made its way back to earth under a parachute and splashed down in the pacific ocean at approximately 17 minutes post liftoff rocket labs recovery operations are currently underway to retrieve the stage and bring it back to the companys production complex for a postlaunch review and analysis before proceeding to one of the programs final tasks reusing a previouslylaunched first stage on a future mission rocket lab founder and ceo peter beck says the success of todays mission to deliver spire northstar to orbit and the completion of our secondary mission to return electron to earth after launch has been a fantastic start of what is set to be rocket labs busiest year ever we have more missions booked in 2024 than weve ever scheduled before and it is a real privilege to continue to deliver small launch reliability for our satellite customers on advanced missions like these and for all the missions to come in 2024 four of a kind is rocket labs first electron launch in a soldout 2024 mission manifest that includes multiple upcoming launches for nasa hypersonic technology tests on suborbital haste missions from rocket lab launch complex 2 in virginia the beginning or continuation of block launches for satellite operators blacksky synspective and kin
rocket lab announces date of fourth quarter 2023 financial results,long beach calif january 18 2024business wirerocket lab usa inc nasdaq rklb rocket lab or the company a global leader in launch services and space systems today announced that it will release its financial results for the fourth quarter and full year 2023 following the close of the us markets on tuesday february 27 2024 rocket lab will host a corresponding conference call at 200 pm pacific time 500 pm eastern time a live webcast and replay of the conference call will be available on the companys investor relations website at about rocket lab founded in 2006 rocket lab is an endtoend space company with an established track record of mission success we deliver reliable launch services satellite manufacture spacecraft components and onorbit management solutions that make it faster easier and more affordable to access space headquartered in long beach california rocket lab designs and manufactures the electron small orbital launch vehicle the photon satellite platform and the company is developing the large neutron launch vehicle for constellation deployment since its first orbital launch in january 2018 rocket labs electron launch vehicle has become the second most frequently launched us rocket annually and has delivered 172 satellites to orbit for private and public sector organizations enabling operations in national security scientific research space debris mitigation earth observation climate monitoring and communications rocket labs photon spacecraft platform has been selected to support nasa missions to the moon and mars as well as the first private commercial mission to venus rocket lab has three launch pads at two launch sites including two launch pads at a private orbital launch site located in new zealand and a third launch pad in virginia to learn more visit forward looking statements this press release contains forwardlooking statements within the meaning of the private securities litigation reform act of 1995 we intend such forwardlooking statements to be covered by the safe harbor provisions for forward looking statements contained in section 27a of the securities act of 1933 as amended the securities act and section 21e of the securities exchange act of 1934 as amended the exchange act all statements contained in this press release other than statements of historical fact including without limitation statements regarding our launch and space systems operations launch schedule and window safe and repeatable access to space neutron development operational expansion and business strategy are forwardlooking statements the words believe may will estimate potential continue anticipate intend expect strategy future could would project plan target and similar expressions are intended to identify forwardlooking statements though not all forwardlooking statements use these words or expressions these statements are neither promises nor guarantees but involve known and unknown risks uncertainties and other important factors that may cause our actual results performance or achievements to be materially different from any future results performance
rocket lab to present at upcoming conferences,long beach calif january 09 2024business wirerocket lab usa inc nasdaq rklb rocket lab or the company a global leader in launch services and space systems will take part in the following conferences in january february and march 2024 barclays launchpad investing in spacevirtual january 17th 2024attended by adam spice chief financial officer td cowen 45th annual aerospace defense conferencewashington dc february 14th 2024attended by adam spice chief financial officer citis 2024 global industrial tech and mobility conferencemiami fl february 21st 2024attended by adam spice chief financial officer 36thannual roth conferencelaguna niguel ca march 19th 2024attended by adam spice chief financial officer a replay of presentations will be available at about rocket lab founded in 2006 rocket lab is an endtoend space company with an established track record of mission success we deliver reliable launch services satellite manufacture spacecraft components and onorbit management solutions that make it faster easier and more affordable to access space headquartered in long beach california rocket lab designs and manufactures the electron small orbital launch vehicle the photon satellite platform and the company is developing the large neutron launch vehicle for constellation deployment since its first orbital launch in january 2018 rocket labs electron launch vehicle has become the second most frequently launched us rocket annually and has delivered 172 satellites to orbit for private and public sector organizations enabling operations in national security scientific research space debris mitigation earth observation climate monitoring and communications rocket labs photon spacecraft platform has been selected to support nasa missions to the moon and mars as well as the first private commercial mission to venus rocket lab has three launch pads at two launch sites including two launch pads at a private orbital launch site located in new zealand and a third launch pad in virginia to learn more visit view source version on businesswirecom contacts rocket lab investor relationscolin canfieldinvestorsrocketlabusacom rocket lab media contactmorgan baileymediarocketlabusacom
rocket lab to launch space situational awareness mission for spire and northstar,rocket lab will also attempt to recover electrons first stage from the mission in next step for reusability long beach calif january 08 2024business wirerocket lab usa inc nasdaq rklb rocket lab or the company a global leader in launch services and space systems today announced it has set the launch window for its first mission of 2024 the four of a kind mission is scheduled to launch no earlier than january 18 between 19152000 nzt january 18 between 06150700 utc from rocket lab launch complex 1 in new zealand the mission will deploy four space situational awareness ssa satellites forspire global incsspire customernorthstar earth space northstar northstars satellites built and operated by spire will be the first to simultaneously monitor all nearearth orbits from space delivering a radically enhanced level of ssa services to the global satellite community with timely and precise information for space object detection tracking orbit determination collision avoidance navigation and proximity alerts as a secondary mission rocket lab will be attempting to splash down and retrieve electrons first stage as part of the companys plan to evolve electron into a reusable rocket after launch and stage separation electrons first stage will return to earth under a parachute and splash down in the pacific ocean several hundred kilometers down range from launch complex 1 rocket labs recovery vessel will extract the stage from the water for transportation back to rocket labs production complex where it will undergo detailed analysis rocket lab is not launching any preflown engines as part of this mission with each recovery mission we iterate toward electron reusability and with recent launches weve made significant leaps forward with more successful splashdowns recoveries and the first launch of a preflown rutherford engine said rocket lab founder and ceo peter beck were looking forward to putting advanced heatshielding and waterproofing systems to the test on this mission as one of the final steps before reflying an entire first stage to launch an advanced mission like this with spire as a mission partner is a real privilege as they were on our very first orbital mission in 2018 to be partnered up again and both still pushing boundaries with new technology and capabilities all these years later is a great full circle moment spire global cofounder and ceo peter platzer says as we approach the launch of northstars ssa satellites this moment not only signifies a technological milestone but also underscores the meticulous collaboration that has shaped this mission through our joint efforts with rocket lab weve been able to offer the flexibility of a dedicated launch tailored precisely to northstars mission requirements in tandem
rocket lab makes its defense prime debut with 05 billion contract to design and build satellite constellation for space development agency,as the prime contractor rocket lab will design build test and operate the tranche 2 transport layerbeta satellites for sdas proliferated warfighter space architecture pwsa long beach calif january 08 2024business wirerocket lab usa inc nasdaq rklb rocket lab or the company a leading provider of space launch services and advanced satellite technology today announced it has been selected by and is under contract with thespace development agencysda to design and build 18 tranche 2 transport layerbeta data transport satellites t2tl beta rocket lab will act as prime contractor for the 515 million usd firmfixed price agreement leading the design development production test and operations of the satellites including procurement and integration of the payload subsystems the contract establishes rocket labs position as a leading satellite prime contractor providing supply chain diversity to the department of defense dod through vertical integration the contract comprises 489 million base plus 26 million of incentives and options and will be carried out by rocket lab national security rlns the companys wholly owned subsidiary created to serve the unique needs of the us defense and intelligence community and its allies the sda is procuring satellites in twoyear tranches to build out a proliferated constellation in leo to deliver needed spacebased capabilities to the joint war fighter the t2tl beta satellites part of the tranche 2 program will be integrated into sdas transport layer to provide assured resilient lowlatency military data and connectivity worldwide to meet dod needs this contract marks the beginning of rocket labs new era as a leading satellite prime weve methodically executed on our strategy of developing and acquiring experienced teams advanced technology manufacturing facilities and a robust spacecraft supply chain to make this possible its exciting to now be delivering this capability for government and commercial customers alike said rocket lab founder and ceo peter beck sdas acquisition approach favors speed schedule certainty and affordability to deliver nextgeneration space capabilities to the nation weve proven rocket lab is capable of delivering this across our launch and spacecraft programs and we look forward to delivering it for sda all 18 satellites will integrate subsystems and components built inhouse by rocket lab including solar panels structures star trackers reaction wheels radio flight software avionics and launch dispenser this high degree of vertical integration gives rocket lab a rare level of control over supply chain enabling efficiencies and certainty on cost schedule and quality the satellites will be built at rocket labs advanced spacecraft development and manufacturing complex within the companys long beach headquarters the facility includes a 12000 sq ft cleanroom and 40000 sq ft of streamlined production
rocket lab to host discussion of government constellation award,long beach calif january 05 2024business wirerocket lab usa inc nasdaq rklb rocket lab or the company a global leader in launch services and space systems today announced that it will host a scheduled call to discuss its previously announced government constellation award seehere following the close of the us markets on monday january 8 2024 at 200 pm pacific time 500 pm eastern time a live webcast and replay of the conference call will be available on the companys investor relations website at about rocket lab founded in 2006 rocket lab is an endtoend space company with an established track record of mission success we deliver reliable launch services satellite manufacture spacecraft components and onorbit management solutions that make it faster easier and more affordable to access space headquartered in long beach california rocket lab designs and manufactures the electron small orbital launch vehicle the photon satellite platform and the company is developing the large neutron launch vehicle for constellation deployment since its first orbital launch in january 2018 rocket labs electron launch vehicle has become the second most frequently launched us rocket annually and has delivered 171 satellites to orbit for private and public sector organizations enabling operations in national security scientific research space debris mitigation earth observation climate monitoring and communications rocket labs photon spacecraft platform has been selected to support nasa missions to the moon and mars as well as the first private commercial mission to venus rocket lab has three launch pads at two launch sites including two launch pads at a private orbital launch site located in new zealand and a third launch pad in virginia to learn more visit forward looking statements this press release contains forwardlooking statements within the meaning of the private securities litigation reform act of 1995 we intend such forwardlooking statements to be covered by the safe harbor provisions for forward looking statements contained in section 27a of the securities act of 1933 as amended the securities act and section 21e of the securities exchange act of 1934 as amended the exchange act all statements contained in this press release other than statements of historical fact including without limitation statements regarding our launch and space systems operations launch schedule and window safe and repeatable access to space neutron development operational expansion and business strategy are forwardlooking statements the words believe may will estimate potential continue anticipate intend expect strategy future could would project plan target and similar expressions are intended to identify forwardlooking statements though not all forwardlooking statements use these words or expressions these statements are neither promises nor guarantees but involve known and unknown risks uncertainties and other important factors that may cause our actual results performance or achievements to be materially different from any future results performance or achievements expressed or implied by
rocket lab coinbase bristol myerskaruna deal trending tickers,karuna therapeutics krtx shares jump in late trading after news that the company will be acquired by bristol myers squibb bmy for 14 billion which is 330 per share in cash rocket lab rklb shares soar as the company won a 515 million contract with the united states government to manufacture deliver and operate eighteen space vehicles coinbase coin shares are up in late trading as citizens jmp securities almost doubles its price target on the stock raising it from 107 to 200 yahoo financesjosh liptonandjared blikretake a look at some of the trending tickers of the day for more expert insight and the latest market action clickhereto watch this full episode of yahoo finance live josh liptonnow lets get to some trending tickers in todays trade first up shares of karuna therapeutics they are surging today thats after announcing bristolmyers will acquire the drug developer for 14 billion shares of bristolmyers edging higher here so thats the headline here jared bristolmyers agreeing to buy karuna 14 billion thats 330 a share in cash karuna a schizophrenia drug developer company apparently expecting a decision from the fda there by september 2024 reports noting this drug could generate as much as 4 billion by 2020 and the transaction it sounds like expected to close the first half of next year jared blikreyeah i do have some commentary by thestreet on this deal cantor which rates the stock a buy or neutral actually with a price target of 55 says the deal is quote absolutely a step in the right direction and it fuels the neurology as a growth pillar narrative that bmi has been pushing also one more by mizuho rates krtx a buy price target 245 seeing the deal receiving less regulatory scrutiny and more easily received ftc approval heres a quote given current scarcity value of highprofile highrevenue potential derisked assets such as krtx we wouldnt rule out the possibility that bidders could emerge so more ma in this space its been kind of a dearth this year and were going to be talking more about that with some of the guests but we want to move on to shares of rocket lab theyre taking off today after winning a 515 million us government contract under the agreement rocket lab will manufacture deliver and operate 18 space vehicles and i do have some commentary on this as well let me just find this in my notes here there we go heres citi it rates the stock at neutral price target of 525 says he believes the contract is
